ids,y,len_prot,fold
Q50339,333333333333333333333311111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,531,0
P38745,3333333333333333333311111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111144444444444444444444440000000000004444444444444444444444111111111111111111144444444444444444444444400000000000444444444444444441111111111114444444444444444444444000000000000000000000004444444444444444444444111111111111111111111144444444444444444400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,532,0
Q00855,33333333333333333111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,146,0
Q9P6I9,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,618,0
P34707,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,623,0
G3XDA5,3333333333333333333333333333322222222555555555111111111111111111555555555222222222255555555551111111111111111111111111111111115555555552222255555551111111111111111155555555222222255555551111111111111111111111111111111555555522222222555555511111155555552222222222555555551111111111111111111111111111111111155555555222255555555511111111111111111111111111111111111111555555522222222255555555111111111111111155555555222222225555555111111111111111111111555555555222,460,0
P02808,33333333333333333331111111111111111111111111111111111111111111,62,0
Q9WU12,00000000000000000000000000000000000000000000000000000000000000000000000,71,0
P31716,333333333333333333333333333331111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,315,0
D9IA43,000000000000000444444444444444444111111111111111111111111114444444444444444440000000000000000444444444444444441111111111111111111444444444444444440000000000000004444444444444441111111111111111111111111111114444444444444444000000000000000000444444444444441111111111111111111144444444444444000000000000000000004444444444444444441111111111111111144444444444444440000000000000000000000044444444444444411111111111111111111111111111111111111144444444444444444000000000000000000000,474,0
Q9CA40,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,147,0
Q9LRC8,33333333333333333333333331111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,527,0
O17286,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,403,0
